"Type","Region","PERIOD","Sales Price Index",
"Total","Buk-gu","2021.03 Month","97.77958859",
"Total","Buk-gu","2021.04 Month","98.27026214",
"Total","Buk-gu","2021.05 Month","98.85988537",
"Total","Buk-gu","2021.06 Month","100",
"Total","Buk-gu","2021.07 Month","100.9320026",
"Total","Buk-gu","2021.08 Month","101.9102609",
"Total","Buk-gu","2021.09 Month","102.8599904",
"Total","Buk-gu","2021.10 Month","104.0597765",
"Total","Buk-gu","2021.11 Month","104.9472814",
"Total","Buk-gu","2021.12 Month","105.5135052",
"Total","Buk-gu","2022.01 Month","105.9282108",
"Total","Buk-gu","2022.02 Month","106.2617658",
"Total","Buk-gu","2022.03 Month","106.6102086",
"Total","Buk-gu","2022.04 Month","106.9085561",
"Total","Buk-gu","2022.05 Month","107.2193481",
"Total","Buk-gu","2022.06 Month","107.4026758",
"Total","Buk-gu","2022.07 Month","107.4318828",
"Total","Buk-gu","2022.08 Month","107.3787145",
"Total","Buk-gu","2022.09 Month","106.8667944",
"Total","Buk-gu","2022.10 Month","106.3542164",
"Total","Buk-gu","2022.11 Month","104.6900836",
"Total","Buk-gu","2022.12 Month","102.7294493",
"Total","Buk-gu","2023.01 Month","101.6958065",
"Total","Buk-gu","2023.02 Month","100.9528049",
"Total","Buk-gu","2023.03 Month","100.2526547",
"Total","Buk-gu","2023.04 Month","99.75002187",
"Total","Buk-gu","2023.05 Month","99.38294743",
"Total","Buk-gu","2023.06 Month","99.14074052",
"Total","Buk-gu","2023.07 Month","98.91808991",
"Total","Buk-gu","2023.08 Month","98.80994361",
"Total","Buk-gu","2023.09 Month","98.74259466",
"Total","Buk-gu","2023.10 Month","98.78386383",
"Total","Buk-gu","2023.11 Month","98.77984762",
"Total","Buk-gu","2023.12 Month","98.77768444",
"Total","Buk-gu","2024.01 Month","98.71039664",
"Total","Buk-gu","2024.02 Month","98.69031003",
"Total","Buk-gu","2024.03 Month","98.62194981",
"Total","Buk-gu","2024.04 Month","98.59984742",
"Total","Buk-gu","2024.05 Month","98.56314181",
"Total","Buk-gu","2024.06 Month","98.52712897",
"Total","Buk-gu","2024.07 Month","98.47964244",
"Total","Buk-gu","2024.08 Month","98.40729289",
"Total","Buk-gu","2024.09 Month","98.40220621",
"Total","Buk-gu","2024.10 Month","98.2449267",
"Total","Buk-gu","2024.11 Month","98.19256275",
"Total","Buk-gu","2024.12 Month","98.05083019",
"Total","Buk-gu","2025.01 Month","97.88129124",
"Total","Buk-gu","2025.02 Month","97.76444816",
"Total","Buk-gu","2025.03 Month","97.61866013",
"Total","Gwangsan-gu","2020.12 Month","96.11394284",
"Total","Gwangsan-gu","2021.01 Month","96.81189348",
"Total","Gwangsan-gu","2021.02 Month","97.34011192",
"Total","Gwangsan-gu","2021.03 Month","97.87025354",
"Total","Gwangsan-gu","2021.04 Month","98.37210517",
"Total","Gwangsan-gu","2021.05 Month","98.85223755",
"Total","Gwangsan-gu","2021.06 Month","100",
"Total","Gwangsan-gu","2021.07 Month","100.8799687",
"Total","Gwangsan-gu","2021.08 Month","101.8696444",
"Total","Gwangsan-gu","2021.09 Month","102.8622051",
"Total","Gwangsan-gu","2021.10 Month","103.92922",
"Total","Gwangsan-gu","2021.11 Month","104.9222182",
"Total","Gwangsan-gu","2021.12 Month","105.5465392",
"Total","Gwangsan-gu","2022.01 Month","106.1676808",
"Total","Gwangsan-gu","2022.02 Month","106.5568353",
"Total","Gwangsan-gu","2022.03 Month","106.7100785",
"Total","Gwangsan-gu","2022.04 Month","106.7992185",
"Total","Gwangsan-gu","2022.05 Month","106.9597338",
"Total","Gwangsan-gu","2022.06 Month","107.1299911",
"Total","Gwangsan-gu","2022.07 Month","107.1504241",
"Total","Gwangsan-gu","2022.08 Month","107.0323865",
"Total","Gwangsan-gu","2022.09 Month","106.331425",
"Total","Gwangsan-gu","2022.10 Month","105.3097546",
"Total","Gwangsan-gu","2022.11 Month","103.4854531",
"Total","Gwangsan-gu","2022.12 Month","101.384626",
"Total","Gwangsan-gu","2023.01 Month","99.71769337",
"Total","Gwangsan-gu","2023.02 Month","98.39924189",
"Total","Gwangsan-gu","2023.03 Month","97.28842891",
"Total","Gwangsan-gu","2023.04 Month","96.73124552",
"Total","Gwangsan-gu","2023.05 Month","96.41893871",
"Total","Gwangsan-gu","2023.06 Month","96.26063842",
"Total","Gwangsan-gu","2023.07 Month","96.17953875",
"Total","Gwangsan-gu","2023.08 Month","96.22219031",
"Total","Gwangsan-gu","2023.09 Month","96.28665439",
"Total","Gwangsan-gu","2023.10 Month","96.45570464",
"Total","Gwangsan-gu","2023.11 Month","96.45435011",
"Total","Gwangsan-gu","2023.12 Month","96.40328117",
"Total","Gwangsan-gu","2024.01 Month","96.41067896",
"Total","Gwangsan-gu","2024.02 Month","96.2633543",
"Total","Gwangsan-gu","2024.03 Month","96.20298925",
"Total","Gwangsan-gu","2024.04 Month","96.1600826",
"Total","Gwangsan-gu","2024.05 Month","96.14758791",
"Total","Gwangsan-gu","2024.06 Month","95.87505647",
"Total","Gwangsan-gu","2024.07 Month","95.65167343",
"Total","Gwangsan-gu","2024.08 Month","95.52799913",
"Total","Gwangsan-gu","2024.09 Month","95.50194894",
"Total","Gwangsan-gu","2024.10 Month","95.42673083",
"Total","Gwangsan-gu","2024.11 Month","95.26665166",
"Total","Gwangsan-gu","2024.12 Month","95.19109924",
"Total","Gwangsan-gu","2025.01 Month","95.09393345",
"Total","Gwangsan-gu","2025.02 Month","95.03152718",
"Total","Gwangsan-gu","2025.03 Month","94.84411039",
"Total","Daejeon","2020.12 Month","93.56300675",
"Total","Daejeon","2021.01 Month","94.63519968",
"Total","Daejeon","2021.02 Month","95.82339907",
"Total","Daejeon","2021.03 Month","96.95781948",
"Total","Daejeon","2021.04 Month","97.9601659",
"Total","Daejeon","2021.05 Month","98.88276603",
"Total","Daejeon","2021.06 Month","100",
"Total","Daejeon","2021.07 Month","100.8152351",
"Total","Daejeon","2021.08 Month","101.8723209",
"Total","Daejeon","2021.09 Month","102.7303759",
"Total","Daejeon","2021.10 Month","103.621351",
"Total","Daejeon","2021.11 Month","104.2084194",
"Total","Daejeon","2021.12 Month","104.3668955",
"Total","Daejeon","2022.01 Month","104.2807133",
"Total","Daejeon","2022.02 Month","104.1981544",
"Total","Daejeon","2022.03 Month","104.0772922",
"Total","Daejeon","2022.04 Month","103.9710895",
"Total","Daejeon","2022.05 Month","103.8350242",
"Total","Daejeon","2022.06 Month","103.7356535",
"Total","Daejeon","2022.07 Month","103.5428553",
"Total","Daejeon","2022.08 Month","103.0255443",
"Total","Daejeon","2022.09 Month","102.1202095",
"Total","Daejeon","2022.10 Month","101.0163572",
"Total","Daejeon","2022.11 Month","99.35889113",
"Total","Daejeon","2022.12 Month","97.13171591",
"Total","Daejeon","2023.01 Month","95.47296015",
"Total","Daejeon","2023.02 Month","94.22436543",
"Total","Daejeon","2023.03 Month","93.21855673",
"Total","Daejeon","2023.04 Month","92.7868278",
"Total","Daejeon","2023.05 Month","92.63525382",
"Total","Daejeon","2023.06 Month","92.57207268",
"Total","Daejeon","2023.07 Month","92.58340208",
"Total","Daejeon","2023.08 Month","92.70267195",
"Total","Daejeon","2023.09 Month","93.00469721",
"Total","Daejeon","2023.10 Month","93.21690916",
"Total","Daejeon","2023.11 Month","93.37198778",
"Total","Daejeon","2023.12 Month","93.36555254",
"Total","Daejeon","2024.01 Month","93.37322613",
"Total","Daejeon","2024.02 Month","93.33309912",
"Total","Daejeon","2024.03 Month","93.22768866",
"Total","Daejeon","2024.04 Month","93.102925",
"Total","Daejeon","2024.05 Month","93.04149558",
"Total","Daejeon","2024.06 Month","92.93688445",
"Total","Daejeon","2024.07 Month","92.84653936",
"Total","Daejeon","2024.08 Month","92.77686163",
"Total","Daejeon","2024.09 Month","92.75397664",
"Total","Daejeon","2024.10 Month","92.68695157",
"Total","Daejeon","2024.11 Month","92.61639398",
"Total","Daejeon","2024.12 Month","92.50907845",
"Total","Daejeon","2025.01 Month","92.40485026",
"Total","Daejeon","2025.02 Month","92.27780594",
"Total","Daejeon","2025.03 Month","92.13515799",
"Total","Dong-gu","2020.12 Month","95.32429091",
"Total","Dong-gu","2021.01 Month","96.03371371",
"Total","Dong-gu","2021.02 Month","96.83989017",
"Total","Dong-gu","2021.03 Month","97.59842065",
"Total","Dong-gu","2021.04 Month","98.30685065",
"Total","Dong-gu","2021.05 Month","99.07750404",
"Total","Dong-gu","2021.06 Month","100",
"Total","Dong-gu","2021.07 Month","100.6145384",
"Total","Dong-gu","2021.08 Month","101.5327413",
"Total","Dong-gu","2021.09 Month","102.3070263",
"Total","Dong-gu","2021.10 Month","103.2279312",
"Total","Dong-gu","2021.11 Month","104.0004715",
"Total","Dong-gu","2021.12 Month","104.5506902",
"Total","Dong-gu","2022.01 Month","104.7575307",
"Total","Dong-gu","2022.02 Month","104.9528015",
"Total","Dong-gu","2022.03 Month","105.0911034",
"Total","Dong-gu","2022.04 Month","105.1322142",
"Total","Dong-gu","2022.05 Month","105.132186",
"Total","Dong-gu","2022.06 Month","105.1200408",
"Total","Dong-gu","2022.07 Month","105.150861",
"Total","Dong-gu","2022.08 Month","104.9801551",
"Total","Dong-gu","2022.09 Month","104.5791952",
"Total","Dong-gu","2022.10 Month","103.9659034",
"Total","Dong-gu","2022.11 Month","102.753041",
"Total","Dong-gu","2022.12 Month","100.886599",
"Total","Dong-gu","2023.01 Month","99.50895465",
"Total","Dong-gu","2023.02 Month","98.48665295",
"Total","Dong-gu","2023.03 Month","97.70082335",
"Total","Dong-gu","2023.04 Month","97.25598782",
"Total","Dong-gu","2023.05 Month","97.17835649",
"Total","Dong-gu","2023.06 Month","97.17015561",
"Total","Dong-gu","2023.07 Month","97.1426401",
"Total","Dong-gu","2023.08 Month","97.14507539",
"Total","Dong-gu","2023.09 Month","97.39022746",
"Total","Dong-gu","2023.10 Month","97.61232327",
"Total","Dong-gu","2023.11 Month","97.83081463",
"Total","Dong-gu","2023.12 Month","97.91103029",
"Total","Dong-gu","2024.01 Month","97.98788508",
"Total","Dong-gu","2024.02 Month","98.05257306",
"Total","Dong-gu","2024.03 Month","97.99821901",
"Total","Dong-gu","2024.04 Month","97.91705211",
"Total","Dong-gu","2024.05 Month","97.86189708",
"Total","Dong-gu","2024.06 Month","97.73572921",
"Total","Dong-gu","2024.07 Month","97.6563467",
"Total","Dong-gu","2024.08 Month","97.50642093",
"Total","Dong-gu","2024.09 Month","97.46087803",
"Total","Dong-gu","2024.10 Month","97.36793885",
"Total","Dong-gu","2024.11 Month","97.22679483",
"Total","Dong-gu","2024.12 Month","97.10090841",
"Total","Dong-gu","2025.01 Month","96.95764139",
"Total","Dong-gu","2025.02 Month","96.83901128",
"Total","Dong-gu","2025.03 Month","96.63108329",
"Total","Jung-gu","2020.12 Month","94.05786219",
"Total","Jung-gu","2021.01 Month","94.90732422",
"Total","Jung-gu","2021.02 Month","95.89183326",
"Total","Jung-gu","2021.03 Month","96.93826316",
"Total","Jung-gu","2021.04 Month","97.99708612",
"Total","Jung-gu","2021.05 Month","98.86669395",
"Total","Jung-gu","2021.06 Month","100",
"Total","Jung-gu","2021.07 Month","100.8741112",
"Total","Jung-gu","2021.08 Month","101.8427061",
"Total","Jung-gu","2021.09 Month","102.7096405",
"Total","Jung-gu","2021.10 Month","103.6522001",
"Total","Jung-gu","2021.11 Month","104.2346677",
"Total","Jung-gu","2021.12 Month","104.4708375",
"Total","Jung-gu","2022.01 Month","104.4790832",
"Total","Jung-gu","2022.02 Month","104.4843041",
"Total","Jung-gu","2022.03 Month","104.4104185",
"Total","Jung-gu","2022.04 Month","104.3417541",
"Total","Jung-gu","2022.05 Month","104.3023964",
"Total","Jung-gu","2022.06 Month","104.2554255",
"Total","Jung-gu","2022.07 Month","104.1113963",
"Total","Jung-gu","2022.08 Month","103.7459816",
"Total","Jung-gu","2022.09 Month","102.9484327",
"Total","Jung-gu","2022.10 Month","102.0682317",
"Total","Jung-gu","2022.11 Month","100.8277523",
"Total","Jung-gu","2022.12 Month","98.97318499",
"Total","Jung-gu","2023.01 Month","97.53900423",
"Total","Jung-gu","2023.02 Month","96.35565076",
"Total","Jung-gu","2023.03 Month","95.527268",
"Total","Jung-gu","2023.04 Month","95.19790483",
"Total","Jung-gu","2023.05 Month","94.89572309",
"Total","Jung-gu","2023.06 Month","94.76272659",
"Total","Jung-gu","2023.07 Month","94.67291524",
"Total","Jung-gu","2023.08 Month","94.75210697",
"Total","Jung-gu","2023.09 Month","94.96383167",
"Total","Jung-gu","2023.10 Month","95.0415306",
"Total","Jung-gu","2023.11 Month","95.092487",
"Total","Jung-gu","2023.12 Month","95.03849372",
"Total","Jung-gu","2024.01 Month","95.00378139",
"Total","Jung-gu","2024.02 Month","94.97336396",
"Total","Jung-gu","2024.03 Month","94.85594527",
"Total","Jung-gu","2024.04 Month","94.71129912",
"Total","Jung-gu","2024.05 Month","94.54312322",
"Total","Jung-gu","2024.06 Month","94.40904907",
"Total","Jung-gu","2024.07 Month","94.31610812",
"Total","Jung-gu","2024.08 Month","94.08899969",
"Total","Jung-gu","2024.09 Month","93.97914483",
"Total","Jung-gu","2024.10 Month","93.8037496",
"Total","Jung-gu","2024.11 Month","93.5692353",
"Total","Jung-gu","2024.12 Month","93.31517682",
"Total","Jung-gu","2025.01 Month","93.11143443",
"Total","Jung-gu","2025.02 Month","92.93444507",
"Total","Jung-gu","2025.03 Month","92.66622349",
"Total","Seo-gu","2020.12 Month","93.12038869",
"Total","Seo-gu","2021.01 Month","94.24846782",
"Total","Seo-gu","2021.02 Month","95.57173145",
"Total","Seo-gu","2021.03 Month","96.87093848",
"Total","Seo-gu","2021.04 Month","97.99442003",
"Total","Seo-gu","2021.05 Month","98.8145876",
"Total","Seo-gu","2021.06 Month","100",
"Total","Seo-gu","2021.07 Month","100.8037978",
"Total","Seo-gu","2021.08 Month","101.995488",
"Total","Seo-gu","2021.09 Month","102.8970029",
"Total","Seo-gu","2021.10 Month","103.5950745",
"Total","Seo-gu","2021.11 Month","104.0116971",
"Total","Seo-gu","2021.12 Month","103.9520291",
"Total","Seo-gu","2022.01 Month","103.7395064",
"Total","Seo-gu","2022.02 Month","103.4963712",
"Total","Seo-gu","2022.03 Month","103.2522975",
"Total","Seo-gu","2022.04 Month","102.9860335",
"Total","Seo-gu","2022.05 Month","102.7061934",
"Total","Seo-gu","2022.06 Month","102.5295978",
"Total","Seo-gu","2022.07 Month","102.2861328",
"Total","Seo-gu","2022.08 Month","101.5607393",
"Total","Seo-gu","2022.09 Month","100.2667072",
"Total","Seo-gu","2022.10 Month","98.63464399",
"Total","Seo-gu","2022.11 Month","96.70146349",
"Total","Seo-gu","2022.12 Month","94.87223985",
"Total","Seo-gu","2023.01 Month","93.44606612",
"Total","Seo-gu","2023.02 Month","92.28181616",
"Total","Seo-gu","2023.03 Month","91.05438831",
"Total","Seo-gu","2023.04 Month","90.36025173",
"Total","Seo-gu","2023.05 Month","90.13323983",
"Total","Seo-gu","2023.06 Month","90.03765646",
"Total","Seo-gu","2023.07 Month","90.06609681",
"Total","Seo-gu","2023.08 Month","90.22278247",
"Total","Seo-gu","2023.09 Month","90.61124639",
"Total","Seo-gu","2023.10 Month","90.86801363",
"Total","Seo-gu","2023.11 Month","91.0479765",
"Total","Seo-gu","2023.12 Month","91.056047",
"Total","Seo-gu","2024.01 Month","90.97664699",
"Total","Seo-gu","2024.02 Month","90.85489326",
"Total","Seo-gu","2024.03 Month","90.71136365",
"Total","Seo-gu","2024.04 Month","90.68077464",
"Total","Seo-gu","2024.05 Month","90.63638625",
"Total","Seo-gu","2024.06 Month","90.49625669",
"Total","Seo-gu","2024.07 Month","90.43795353",
"Total","Seo-gu","2024.08 Month","90.52824341",
"Total","Seo-gu","2024.09 Month","90.54773357",
"Total","Seo-gu","2024.10 Month","90.53646359",
"Total","Seo-gu","2024.11 Month","90.52353434",
"Total","Seo-gu","2024.12 Month","90.45959646",
"Total","Seo-gu","2025.01 Month","90.42657281",
"Total","Seo-gu","2025.02 Month","90.30570318",
"Total","Seo-gu","2025.03 Month","90.23310512",
"Total","Yuseong-gu","2020.12 Month","91.59594988",
"Total","Yuseong-gu","2021.01 Month","93.1593034",
"Total","Yuseong-gu","2021.02 Month","94.78001832",
"Total","Yuseong-gu","2021.03 Month","96.21484621",
"Total","Yuseong-gu","2021.04 Month","97.3382141",
"Total","Yuseong-gu","2021.05 Month","98.72818226",
"Total","Yuseong-gu","2021.06 Month","100",
"Total","Yuseong-gu","2021.07 Month","100.9377042",
"Total","Yuseong-gu","2021.08 Month","102.1270386",
"Total","Yuseong-gu","2021.09 Month","103.048551",
"Total","Yuseong-gu","2021.10 Month","104.16234",
"Total","Yuseong-gu","2021.11 Month","104.9448271",
"Total","Yuseong-gu","2021.12 Month","105.0945179",
"Total","Yuseong-gu","2022.01 Month","104.8526889",
"Total","Yuseong-gu","2022.02 Month","104.7149313",
"Total","Yuseong-gu","2022.03 Month","104.4854986",
"Total","Yuseong-gu","2022.04 Month","104.4159138",
"Total","Yuseong-gu","2022.05 Month","104.2496931",
"Total","Yuseong-gu","2022.06 Month","104.1552128",
"Total","Yuseong-gu","2022.07 Month","103.7680323",
"Total","Yuseong-gu","2022.08 Month","102.9497743",
"Total","Yuseong-gu","2022.09 Month","101.8335934",
"Total","Yuseong-gu","2022.10 Month","100.6107636",
"Total","Yuseong-gu","2022.11 Month","98.23136543",
"Total","Yuseong-gu","2022.12 Month","94.73232961",
"Total","Yuseong-gu","2023.01 Month","92.2855384",
"Total","Yuseong-gu","2023.02 Month","90.83841719",
"Total","Yuseong-gu","2023.03 Month","89.79564079",
"Total","Yuseong-gu","2023.04 Month","89.59130949",
"Total","Yuseong-gu","2023.05 Month","89.56590111",
"Total","Yuseong-gu","2023.06 Month","89.57600581",
"Total","Yuseong-gu","2023.07 Month","89.68623848",
"Total","Yuseong-gu","2023.08 Month","89.89586173",
"Total","Yuseong-gu","2023.09 Month","90.29103791",
"Total","Yuseong-gu","2023.10 Month","90.60987784",
"Total","Yuseong-gu","2023.11 Month","90.82025934",
"Total","Yuseong-gu","2023.12 Month","90.7859877",
"Total","Yuseong-gu","2024.01 Month","90.94418553",
"Total","Yuseong-gu","2024.02 Month","90.9300634",
"Total","Yuseong-gu","2024.03 Month","90.82740395",
"Total","Yuseong-gu","2024.04 Month","90.59744955",
"Total","Yuseong-gu","2024.05 Month","90.62181453",
"Total","Yuseong-gu","2024.06 Month","90.57564593",
"Total","Yuseong-gu","2024.07 Month","90.43054799",
"Total","Yuseong-gu","2024.08 Month","90.23791621",
"Total","Yuseong-gu","2024.09 Month","90.18110291",
"Total","Yuseong-gu","2024.10 Month","90.09265786",
"Total","Yuseong-gu","2024.11 Month","90.1613101",
"Total","Yuseong-gu","2024.12 Month","90.15083969",
"Total","Yuseong-gu","2025.01 Month","90.01109572",
"Total","Yuseong-gu","2025.02 Month","89.87129731",
"Total","Yuseong-gu","2025.03 Month","89.73245819",
"Total","Daedeok-gu","2020.12 Month","95.19003753",
"Total","Daedeok-gu","2021.01 Month","96.02258463",
"Total","Daedeok-gu","2021.02 Month","96.87899421",
"Total","Daedeok-gu","2021.03 Month","97.67351749",
"Total","Daedeok-gu","2021.04 Month","98.45449657",
"Total","Daedeok-gu","2021.05 Month","99.094335",
"Total","Daedeok-gu","2021.06 Month","100",
"Total","Daedeok-gu","2021.07 Month","100.7957713",
"Total","Daedeok-gu","2021.08 Month","101.5774446",
"Total","Daedeok-gu","2021.09 Month","102.3069346",
"Total","Daedeok-gu","2021.10 Month","103.1859039",
"Total","Daedeok-gu","2021.11 Month","103.6395474",
"Total","Daedeok-gu","2021.12 Month","103.7728623",
"Total","Daedeok-gu","2022.01 Month","103.7854222",
"Total","Daedeok-gu","2022.02 Month","103.7431666",
"Total","Daedeok-gu","2022.03 Month","103.7417845",
"Total","Daedeok-gu","2022.04 Month","103.7463644",
"Total","Daedeok-gu","2022.05 Month","103.7290207",
"Total","Daedeok-gu","2022.06 Month","103.6390871",
"Total","Daedeok-gu","2022.07 Month","103.5756875",
